,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH
0,23.821015082880677,27.69135783360369,-59.899144987394806,-15.396427971471695,-10.305729283597032,62.50950937053736,-28.17992092345534,-4.585532798271572,-106.76959122873384,8.024902552430568,22.22130452552483,155.25784287137745
1,32.65260461188589,28.454278625011113,-59.62268588537117,-15.710708351222678,-14.262179641072834,63.96529032315354,2.1727998002911306,-4.2626187738471515,-103.9624645896554,24.50729752422454,11.45767506424351,155.20615970526472
2,33.00750878891142,24.073297713333176,-60.92116801492796,-18.750745244461967,-16.790736127958468,62.72482455514188,16.483228412981845,2.3698217711273912,-105.11983902379211,7.957554529766767,7.176943999759416,157.0818051211608
3,33.5829510641735,24.417228202339174,-60.94481083394771,-18.31874369909474,-12.787563529229544,63.22331272189757,25.700989914814016,5.956622277313414,-105.41535797357551,42.85808773957271,-6.633539683999565,159.35841483748925
4,36.57595576937467,25.8961972121393,-60.53985204908088,-19.053278775451005,-12.713991490301552,63.69951279332618,25.5872902727599,7.2389231704312635,-106.39046374865634,27.03460559713176,-5.640498620485829,161.46404255164902
5,37.10878483789304,27.02096344631161,-59.160646189896624,-18.924290331824366,-10.150614847565933,66.1783667432543,26.60592049572557,5.685097194875652,-104.57726682385456,27.87235646623988,-3.2723974737388772,164.08743449658476
6,35.09829697348806,26.647746512724154,-58.52942406770268,-15.493391620334549,-11.273540111500196,66.52116614383799,29.433229668830734,8.320822202240521,-106.91408717047631,16.105181641825595,1.3436316340088865,166.87574532697994
7,34.474109819370966,26.552537332949896,-58.2871392009514,-17.52628327785399,-10.61415732376966,66.3826067306133,32.085738896962596,6.936903340884442,-109.62280807899342,16.80963566183761,3.974361338070402,166.2520886594829
8,33.264950038373115,25.553314762610597,-58.16663626284361,-17.11879652024666,-11.369881169248941,65.91350794805885,32.74088579854714,7.190326896405196,-109.98511362787937,16.372954609161575,2.8162947254067703,164.2568163767191
9,31.294767823221036,25.899155556483606,-57.94875536552047,-18.049919784749463,-11.453297675127757,64.94150262249802,36.494271254126346,10.739240106048868,-111.77006461310098,17.567156879461358,-3.178662870334634,163.17728382085153
